"Address","¤u¼t¦WºÙ","¤u¼tµn°O½s¸¹","¤u¼t³]¥ß³\¥i®×¸¹","¤u¼t¦a§}","¤u¼t¥«Âí¶m§ø¨½","¤u¼t­t³d¤H©m¦W","¤½¥q.Àç§Q¨Æ·~.²Î¤@½s¸¹","¤u¼t²ÕÂ´«¬ºA","¤u¼t³]¥ß®Ö­ã¤é´Á","¤u¼tµn°O®Ö­ã¤é´Á","¤u¼tµn°Oª¬ºA","²£·~Ãþ§O","¥D­n²£«~","Response_Address","Response_X","Response_Y"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô¢µ¢¯¢¶«Ñ¢±¡Ð¢´¸¹","¶W¦tªÑ¥÷¦³­­¤½¥q","99626986",8410003224261,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô¢µ¢¯¢¶«Ñ¢±¡Ð¢´¸¹","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","§õÄ_»ñ¡@¡@¡@",89514002,"ªÑ¥÷¦³­­¤½¥q",841030,860319,"¥Í²£¤¤","11¯¼Â´·~","112Â´¥¬","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô607«Ñ2¤§5¸¹","121.172001","24.918325"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô¢µ¢±¢²¸¹","ñ¯®õ¥Íª«¬ì§Þ¦³­­¤½¥q·¨±ö¼t","99688640",NA,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô¢µ¢±¢²¸¹","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","Áé¦pµa",12823085,"¦³­­¤½¥q",NA,941017,"¥Í²£¤¤","08­¹«~»s³y·~","089¨ä¥L­¹«~","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô623¸¹","121.171410","24.918089"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô625¸¹","³°³s¥ø·~¦³­­¤½¥q","99706679",NA,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô625¸¹","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","°ª¨q¥É",22385182,"¦³­­¤½¥q",NA,951107,"¥Í²£¤¤","30¨T¨®¤Î¨ä¹s¥ó»s³y·~","303¨T¨®¹s¥ó","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô625¸¹","121.171098","24.918144"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô¤­¤G¤T¸¹","¿³¶ê¦³­­¤½¥q","99626429",7710003054501,"®ç¶é¥«·¨±ö°ÏÂùºa¨½¥Ã¥­¸ô¤­¤G¤T¸¹","®ç¶é¥«·¨±ö°ÏÂùºa¨½","·¨²Qªâ¡@¡@¡@",34238263,"¦³­­¤½¥q",770505,790310,"¥Í²£¤¤","11¯¼Â´·~,25ª÷ÄÝ»s«~»s³y·~","111¯¼¯½,259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô523¸¹","121.174696","24.919064"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô¤»¢¯¤C«Ñ¤C¸¹","ªÎ¯S¸É¬ì§ÞªÑ¥÷¦³­­¤½¥q","99621360",8610003303906,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô¤»¢¯¤C«Ñ¤C¸¹","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","¼B¤h¨Ó",97427522,"ªÑ¥÷¦³­­¤½¥q",860613,861124,"¥Í²£¤¤","19¤Æ¾Ç»s«~»s³y·~","199¨ä¥L¤Æ¾Ç»s«~","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô607«Ñ7¸¹","121.172415","24.917418"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô¤»¤G¤C¸¹","¦X±¶ºë±K¤u·~¦³­­¤½¥q","99628127",8110003155167,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô¤»¤G¤C¸¹","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","³¢Òu­»¡@¡@¡@",22311339,"¦³­­¤½¥q",811008,811104,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","259¨ä¥Lª÷ÄÝ»s«~,292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô627¸¹","121.171005","24.918064"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¢°¢²¸¹¢°¼Ó","Â×¥É¬ì§Þ¦³­­¤½¥q¤G¼t","99628201",8610003304497,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¦æµ½¸ô¢°¢²¸¹¢°¼Ó","®ç¶é¥«·¨±ö°Ï­ûªL¨½","ªL«³ºû",27605684,"¦³­­¤½¥q",860712,860722,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,293³q¥Î¾÷±ñ³]³Æ,313¦Û¦æ¨®¤Î¨ä¹s¥ó","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô13¸¹","121.152097","24.906873"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¢°¢²¸¹¢±¡B¢²¼Ó","Â×¥É¬ì§Þ¦³­­¤½¥q","99706962",NA,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¦æµ½¸ô¢°¢²¸¹¢±¡B¢²¼Ó","®ç¶é¥«·¨±ö°Ï­ûªL¨½","ªL«³ºû",27605684,"¦³­­¤½¥q",NA,960503,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ,292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô13¸¹","121.152097","24.906873"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¢±¢±«Ñ¢±¤§¢°¸¹","¥@·¥¥ø·~¦³­­¤½¥q","99688486",NA,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¦æµ½¸ô¢±¢±«Ñ¢±¤§¢°¸¹","®ç¶é¥«·¨±ö°Ï­ûªL¨½","¶¾ÄË·×",86177300,"¦³­­¤½¥q",NA,940714,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","292¨ä¥L±M¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô22«Ñ2¤§1¸¹","121.151502","24.906644"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¢±¢µ¸¹","ªF³Ó¥ø·~ªÀ","99629025",8810003327367,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¢±¢µ¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","Ã¹«Ø°]¡@¡@¡@",98141285,"¿W¸ê",880616,880709,"¥Í²£¤¤","24°ò¥»ª÷ÄÝ»s³y·~","242¾T,243»É","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô26¸¹","121.151970","24.906751"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¢µ¢µ¸¹","Ä_Â×¥Íª«¬ì§ÞªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99623221",NA,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¢µ¢µ¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","±i©É·s",80168058,"ªÑ¥÷¦³­­¤½¥q",NA,910207,"¥Í²£¤¤","19¤Æ¾Ç»s«~»s³y·~","193²M¼ä¥Î«~","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô66¸¹","121.152510","24.905938"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¤E¸¹","ëù¼wºë±K¦³­­¤½¥q","99625964",8510003139406,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¤E¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","²ø°®¾±¡@¡@¡@",97074273,"¦³­­¤½¥q",850902,861112,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô9¸¹","121.152121","24.907036"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¤G¤G«Ñ¤@¤T¤§¤@¸¹","ºë§»¾÷±ñªÑ¥÷¦³­­¤½¥q","99629047",8910003324883,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¦æµ½¸ô¤G¤G«Ñ¤@¤T¤§¤@¸¹","®ç¶é¥«·¨±ö°Ï­ûªL¨½","¸­¶³¤õ",44999065,"¦³­­¤½¥q",890720,900112,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô22«Ñ2¤§1¸¹","121.151502","24.906644"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¤G¤G«Ñ¤@¤T¸¹","¥xÆW¶®»D¥Í§ÞªÑ¥÷¦³­­¤½¥q¤G¼t","99621266",8310003141924,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¤G¤G«Ñ¤@¤T¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","¸­¬ü­»¡@¡@",45911685,"ªÑ¥÷¦³­­¤½¥q",831014,831129,"¥Í²£¤¤","11¯¼Â´·~","115¯¼Â´«~","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô22«Ñ1¸¹","121.151780","24.906554"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¤G¤G«Ñ¤K¸¹","©_ÁJÂ´³yªÑ¥÷¦³­­¤½¥q","99627444",7610003003813,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¤G¤G«Ñ¤K¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","¿à´éÅv¡@¡@¡@",22379999,"ªÑ¥÷¦³­­¤½¥q",760216,761216,"¥Í²£¤¤","11¯¼Â´·~","112Â´¥¬","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô22«Ñ8¸¹","121.151227","24.906103"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¤G¥|¸¹","±Ó­^¦³­­¤½¥q","99626641",8310003213322,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¤G¥|¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","¶À±Ó¹F¡@¡@¡@",86990473,"¦³­­¤½¥q",831217,840106,"¥Í²£¤¤","11¯¼Â´·~","115¯¼Â´«~","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô24¸¹","121.151914","24.906812"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¤T¤G«Ñ¤@¡³¡B¤@¤G¸¹¤@¼Ó","Â×¦X»õ¬ì§ÞªÑ¥÷¦³­­¤½¥q","99624451",8510003011453,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¤T¤G«Ñ¤@¡³¡B¤@¤G¸¹¤@¼Ó","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","±i¼B¶©¡@¡@¡@",84094071,"ªÑ¥÷¦³­­¤½¥q",850513,850531,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~,27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~","269¨ä¥L¹q¤l¹s²Õ¥ó,271¹q¸£¤Î¨ä¶gÃä³]³Æ,272³q°T¶Ç¼½³]³Æ,273µøÅ¥¹q¤l²£«~","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô32«Ñ14¤§1¸¹","121.151600","24.905920"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¤T¸¹","¹Å¥Ý½V¦Ì¤u¼t","99626574",7310003041455,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¦æµ½¸ô¤T¸¹","®ç¶é¥«·¨±ö°Ï­ûªL¨½","¥j®¶§»",2473320,"¿W¸ê",730501,750708,"¥Í²£¤¤","08­¹«~»s³y·~","086½VâB¡B¿i¯»¤Î¾ý¯»»s«~","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô3¸¹","121.151988","24.907213"
"®ç¶é¥«·¨±ö°Ï¦æµ½¸ô¥|¡³¸¹","¥¿¤j»s§÷¼t","99624441",6910000184085,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¦æµ½¸ô¥|¡³¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","Ã¹¤ô¼W¡@¡@¡@",45903762,"¿W¸ê",690821,710630,"¥Í²£¤¤","14¤ì¦Ë»s«~»s³y·~","140¤ì¦Ë»s«~","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½3¾F¦æµ½¸ô3¸¹","121.151988","24.907213"
"®ç¶é¥«·¨±ö°Ïª÷¤sµó¤@¤G¤»¸¹","ªFÄ£¥Íª«¬ì§Þ¦³­­¤½¥q","99626424",8110003155845,"®ç¶é¥«·¨±ö°Ï±ö·Ë¨½ª÷¤sµó¤@¤G¤»¸¹","®ç¶é¥«·¨±ö°Ï±ö·Ë¨½","¼B¯C¥x¡@¡@¡@",86634572,"¦³­­¤½¥q",811113,811208,"¥Í²£¤¤","19¤Æ¾Ç»s«~»s³y·~,22¶ì½¦»s«~»s³y·~","199¨ä¥L¤Æ¾Ç»s«~,220¶ì½¦»s«~","®ç¶é¥«·¨±ö°Ï·¨©ú¨½5¾Fª÷¤sµó126¸¹","121.158052","24.909758"
"®ç¶é¥«·¨±ö°Ï«C¦~¸ô¤G¬q301«Ñ170¸¹","¼W¿³¹ê·~¦³­­¤½¥q","68000157",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½«C¦~¸ô¤G¬q301«Ñ170¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","³¯¼W¼w",54005376,"¦³­­¤½¥q",NA,1040626,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","254ª÷ÄÝ¥[¤u³B²z","®ç¶é¥«·¨±ö°Ï°ª¤W¨½7¾F«C¦~¸ô¤G¬q301«Ñ170¸¹","121.160360","24.930658"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢°¢¯«Ñ¢°¢¯¸¹","«³øÊ¦³­­¤½¥q","99688457",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢°¢¯«Ñ¢°¢¯¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¼B²MµØ",27783272,"¦³­­¤½¥q",NA,940703,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","220¶ì½¦»s«~,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô10«Ñ10¸¹","121.163051","24.930659"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢°¢¯«Ñ¢°¢±¸¹","»E°¥¹ê·~ªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99626344",8410000208664,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢°¢¯«Ñ¢°¢±¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","³¯¥K­õ¡@¡@¡@",22156126,"ªÑ¥÷¦³­­¤½¥q",840728,850606,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~","220¶ì½¦»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô10«Ñ12¸¹","121.162893","24.930808"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢°¢¯«Ñ¢¶¸¹","­»´ä°Ó¦°½Y¹q¤lªÑ¥÷¦³­­¤½¥q¥xÆW¤À¤½¥q","99706847",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢°¢¯«Ñ¢¶¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¹ù¤åªÚ",27950708,"ªÑ¥÷¦³­­¤½¥q",NA,960215,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~,26¹q¤l¹s²Õ¥ó»s³y·~","220¶ì½¦»s«~,269¨ä¥L¹q¤l¹s²Õ¥ó","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô10«Ñ7¸¹","121.162554","24.930276"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô16¸¹","©_»Ê¸t¬ì§ÞªÑ¥÷¦³­­¤½¥q·¨±ö¼t","03000422",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô16¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","±ç°ê«Â",70624394,"ªÑ¥÷¦³­­¤½¥q",NA,1000523,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô16¸¹","121.162757","24.929595"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢±«Ñ¢°¢µ¸¹","¿[­ì¬ì§ÞªÑ¥÷¦³­­¤½¥q","99707644",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢±«Ñ¢°¢µ¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","«J«¶¥þ",16964727,"ªÑ¥÷¦³­­¤½¥q",NA,970605,"¥Í²£¤¤","27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~","272³q°T¶Ç¼½³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô22«Ñ16¸¹","121.161766","24.930266"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢±«Ñ¢±¢¯¸¹","³Í¼Ö¤hªÑ¥÷¦³­­¤½¥q","99687956",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢±«Ñ¢±¢¯¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","ªL³Õ¤å",97285827,"ªÑ¥÷¦³­­¤½¥q",NA,930929,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~,27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~","232­@¤õ¡BÂH¤g«Ø¿v§÷®Æ¤Î³³²¡»s«~,275¶q´ú¡B¾É¯è¡B±±¨î³]³Æ¤ÎÄÁ¿ö","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô22«Ñ20¸¹","121.161498","24.930602"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢±«Ñ¢±¢±¸¹","¨KÀs¹q¤l¦³­­¤½¥q","99688629",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢±«Ñ¢±¢±¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","Ã¹®Ë´¸",27451689,"¦³­­¤½¥q",NA,941012,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","263¦L¨ê¹q¸ôªO","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô22«Ñ22¸¹","121.161259","24.930746"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢±«Ñ¢·¸¹","¤é¤éª÷Àô«O¤uµ{¦³­­¤½¥q·¨±ö¼t","99688232",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢±«Ñ¢·¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","°ª«Ø¦t",27592956,"¦³­­¤½¥q",NA,940217,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~,24°ò¥»ª÷ÄÝ»s³y·~,25ª÷ÄÝ»s«~»s³y·~","220¶ì½¦»s«~,249¨ä¥L°ò¥»ª÷ÄÝ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô22«Ñ8¸¹","121.162401","24.929568"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢µ¸¹","½Ã´µ¹ê·~ªÑ¥÷¦³­­¤½¥q","99722444",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢µ¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¹ù¥@¤å",28311568,"ªÑ¥÷¦³­­¤½¥q",NA,990428,"¥Í²£¤¤","19¤Æ¾Ç»s«~»s³y·~,27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","192¶î®Æ¡B¬V®Æ¤ÎÃC®Æ,272³q°T¶Ç¼½³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô26¸¹","121.161951","24.928967"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô28«Ñ10¸¹","»õÄ£¥ø·~¦³­­¤½¥q·¨±ö¼t","03000587",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô28«Ñ10¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","§d¸Uµo",89914149,"¦³­­¤½¥q",NA,1000812,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~,30¨T¨®¤Î¨ä¹s¥ó»s³y·~","293³q¥Î¾÷±ñ³]³Æ,303¨T¨®¹s¥ó","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ10¸¹","121.160698","24.930315"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢·«Ñ¢°¢°¸¹¢°¼Ó","Öö·u¬ì§ÞªÑ¥÷¦³­­¤½¥q","99707166",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢·«Ñ¢°¢°¸¹¢°¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","§fª÷¤ô",28744690,"ªÑ¥÷¦³­­¤½¥q",NA,960815,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ11¸¹","121.160348","24.930151"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢·«Ñ¢°¤§¢°¸¹¢°¡B¢±¼Ó","ºë¬u¬ì§ÞªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99628442",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢·«Ñ¢°¤§¢°¸¹¢°¡B¢±¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","ÁéÄR¯]",80343491,"ªÑ¥÷¦³­­¤½¥q",NA,911225,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~","220¶ì½¦»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ1¤§1¸¹","121.161519","24.928654"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢·«Ñ¢°¤§¢°¸¹¢²¡B¢´¼Ó","¦ì³t¬ì§ÞªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99707012",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢·«Ñ¢°¤§¢°¸¹¢²¡B¢´¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¹ù¥@¤å",12894840,"ªÑ¥÷¦³­­¤½¥q",NA,960525,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~","220¶ì½¦»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ1¤§1¸¹","121.161519","24.928654"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô28«Ñ1¤§1¸¹4¼Ó","¦ìÃ¢¥Íª«¬ì§ÞªÑ¥÷¦³­­¤½¥q","03001311",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô28«Ñ1¤§1¸¹4¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¹ù¥@¤å",25189873,"ªÑ¥÷¦³­­¤½¥q",NA,1010925,"¥Í²£¤¤","33¨ä¥L»s³y·~","332ÂåÀø¾¹§÷¤Î¥Î«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ1¤§1¸¹","121.161519","24.928654"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô¢±¢·«Ñ¢±¸¹¢²¼Ó","¿³¤Æ¦¨¥]¸Ë¹ê·~ªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99707302",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô¢±¢·«Ñ¢±¸¹¢²¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¿à¬K­^",12885146,"ªÑ¥÷¦³­­¤½¥q",NA,961107,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~","220¶ì½¦»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ2¸¹","121.161677","24.929250"
"®ç¶é¥«·¨±ö°Ï°ª«C¸ô28«Ñ3¸¹1.3¼Ó","¾ü¹F¬ì§Þ¦³­­¤½¥q","03000690",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½°ª«C¸ô28«Ñ3¸¹1.3¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¥j¬f°í",53491791,"¦³­­¤½¥q",NA,1001005,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","254ª÷ÄÝ¥[¤u³B²z,292¨ä¥L±M¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ3¸¹","121.161111","24.929176"
